Title;Abstract;Authors;Year;Source title;Volume;Issue;Art. No.;Page start;Page end;Page count;Link;Author Keywords;Index Keywords;Publisher
Automatic Selenium Code Generation for Testing;Developers and product teams are striving to push new features out to customers at a much faster rate and are now realizing the advantages of automation. With the advent of Agile development model, writing automate test codes is now becoming a part of the software development life cycle. Manual testing which is completely done by human hands is costly, time consuming and error prone. However, this transition from manual to automation testing is not so easy especially for the existing manual testers. It is becoming mandatory and very important for them to have programming as a skill. In this paper, we discuss about an application that automatically generates Selenium WebDriver code which can then be used for testing. We present the design, analysis, results and the benefits of using this application to automate test cases. Our application will not only remove programming as a skill for testers but also save time and money for organizations. We input the test case in the form of a simple CSV file in the application which then runs it against a rule-based template engine to produce the desired code. The results highlight the advantage of using this application over manually writing automation test codes. © Springer Nature Switzerland AG 2020.;Rathi N., Srivathsav R., Chitlangia R., Pachghare V.K.;2020;Advances in Intelligent Systems and Computing;1039;;;194;200;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075600138&doi=10.1007%2f978-3-030-30465-2_22&partnerID=40&md5=4626608a52d5d35fe22e1e9a340588a0;"Automation; Automation testing; Selenium; Software engineering; Software testing";"Automatic programming; Automation; Control systems; Intelligent computing; Life cycle; Man machine systems; Selenium; Software design; Software engineering; Agile development; Automation testing; Automation tests; Code Generation; Faster rates; Manual testing; Software development life cycle; Template engines; Software testing";Springer
What 5 million job advertisements tell us about testing: A preliminary empirical investigation;Software testing is a crucial part of business success to ensure final product quality. However, little concrete data exists on technical demands about it in the industry, mostly collected through personal opinion surveys on a restricted sample of professionals. In this paper, we used a different approach: we applied content analysis to a set of about five million job advertisements taken from a popular Web job-search engine. The analysis of job advertisements is more promising than surveys because the data are by far more numerous and distributed geographically. The content analysis results revealed four essential findings on the current practice of software testing: a) Companies search for about six times more Coders than Testers, b) Unit testing is the most required skill for Coders while Acceptance testing is the most popular for Testers, c) Automated testing dominates the job advertisement scene compared to Manual testing and, d) the most valuable testing tools and frameworks are Selenium, JUnit, and Cucumber for both Testers and Coders. We believe that these findings (and other related results from the content analysis study) will be useful for professionals, instructors, and researchers dealing with software testing. © 2020 ACM.;Cerioli M., Leotta M., Ricca F.;2020;Proceedings of the ACM Symposium on Applied Computing;;;;1586;1594;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083031112&doi=10.1145%2f3341105.3373961&partnerID=40&md5=bd6abed806ac4e28535504f66ead14ef;"Content analysis; Industrial practice; Job advertisements; Software testing; Tools and frameworks";"C (programming language); Search engines; Software quality; Software testing; Surveys; Acceptance testing; Automated testing; Business success; Content analysis; Current practices; Empirical investigation; Opinion surveys; Technical demands; Acceptance tests";Association for Computing Machinery
Web Application Testing with Model Based Testing Method: Case Study;In this study, it was investigated that model based software tests have higher coverage rate and faster test process on the system tested than traditional software tests. Comparisons of these two methods were performed and reported on parameters of code line number, actual error detection rate, test run time parameters. In the model based test method, the tests were developed by using Selenium library with Graph Walker tool. In traditional tests, modular tests were preferred and JUnit and TestNG libraries were used. As a result of the comparisons with the specified parameters, it was concluded that the model based test reduces the burden of test formation as predicted and is fast and inclusive. © 2020 IEEE.;Akpinar P., Aktas M.S., Keles A.B., Balaman Y., Guler Z.O., Kalipsiz O.;2020;2nd International Conference on Electrical, Communication and Computer Engineering, ICECCE 2020;;;9179238;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091947994&doi=10.1109%2fICECCE49384.2020.9179238&partnerID=40&md5=c3d4fb7e7c1eb8e011e87886c7028f8a;"automation test; GraphWalker; JUnit; model based testing; TestNG; traditional testing";"Model checking; Testing; Code line; Coverage rate; Model based testing; Model-based OPC; Model-based test; Run time parameters; Test process; Web application testing; Software testing";Institute of Electrical and Electronics Engineers Inc.
A survey of the selenium ecosystem;Selenium is often considered the de-facto standard framework for end-to-end web testing nowadays. It allows practitioners to drive web browsers (such as Chrome, Firefox, Edge, or Opera) in an automated fashion using different language bindings (such as Java, Python, or JavaScript, among others). The term ecosystem, referring to the open-source software domain, includes various components, tools, and other interrelated elements sharing the same technological background. This article presents a descriptive survey aimed to understand how the community uses Selenium and its ecosystem. This survey is structured in seven categories: Selenium foundations, test development, system under test, test infrastructure, other frameworks, community, and personal experience. In light of the current state of Selenium, we analyze future challenges and opportunities around it. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.;García B., Gallego M., Gortázar F., Munoz-Organero M.;2020;Electronics (Switzerland);9;7;1067;1;29;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087417947&doi=10.3390%2felectronics9071067&partnerID=40&md5=720f5ba31695f643fc9cd939b8df449c;"Automated software testing; Selenium; Software ecosystems; Web";;MDPI AG
Selenium based Testing Systems for Analytical Data Generation of Website User Behavior;In recent years, websites have automatically sorted out content suitable for individual users on the website by learning user behavior patterns using AI. Website developers develop a function to generate behavioral data for analysis. The behavior data for analysis records the operation history of all functions such as content expression and button press. However, many consumer websites have a problem of enormous amount of testing due to continuous and frequent development. In this study, we propose a method for efficiently performing browser tests using Selenium by managing the specifications of the behavior data generation function. © 2020 IEEE.;Tanaka T., Niibori H., Shiyingxue L., Nomura S., Nakao T., Tsuda K.;2020;Proceedings - 2020 IEEE 13th International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2020;;;9155736;216;221;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091758259&doi=10.1109%2fICSTW50294.2020.00045&partnerID=40&md5=d9a34e8c2b89515b509d3b0299d3a0b2;"Data Management; Selenium; Test Automation";"Behavioral research; Selenium; Verification; Websites; Analytical data; Behavioral data; Data generation; Operation history; Testing systems; User behavior patterns; User behaviors; Software testing";Institute of Electrical and Electronics Engineers Inc.
AI-driven conversational bot test automation using industry specific data cartridges;The paper describes an in-house accelerator to generate alternate synonymous sentences and similar intent from sample utterances, the generated data can be applied as test input for conversational AI bots (either text or voice-based). Its NLP-driven sentence generator exposes a RESTful service, which can be consumed by automated testing tools/frameworks such as Katalon, Selenium, and so on. The paper presents building an accelerator to quickly teach and test adaptive conversational AI bots. The approach helps to analyze user inputs and extract intent, the bot developer should ensure a variety of possible utterances are coded. In the traditional manual approach, it is difficult to conceive every possible user utterance before deploying the bot and hence the bot has an early failure rate. This may diminish the usefulness of the bot and the users may stop using the same. Here we propose an AI-driven bot test automation approach using a patent-pending in-house accelerator referenced as LemmaCartridge (LC) in this paper. Testing tools or frameworks can consume LC's data cartridge API for testing the bot AUT and analyze the responses using automated tools/frameworks like Katalon, Selenium and so on until the bot demonstrates desired outcomes under the supervised train, test and adaptive repeatable testing methods yielding quality@speed for the single major goal of testing conversational AI bots. An example of a program used in experiment is described and the results obtained, especially train and test state machines, industry-specific data cartridges that enable to unearth errors in the AI bot under test, are presented. © 2020 Association for Computing Machinery.;Yalla M., Sunil A.;2020;Proceedings - 2020 IEEE/ACM 1st International Conference on Automation of Software Test, AST 2020;;;;105;107;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093532027&doi=10.1145%2f3387903.3389306&partnerID=40&md5=3deb462a3420a3b33562995f7ce18b3e;"Conversational AI Bot; NLP Automation; Test Data Generation";"Automation; Botnet; Failure analysis; Projectiles; Selenium; Testing; Automated testing tools; Automated tools; Early failure; RESTful Services; State machine; Test Automation; Testing method; Testing tools; Software testing";Association for Computing Machinery
Critical Analysis of Manual Versus Automation Testing;"Software testing examines the gap between system design and software requirements and determines whether the actual output matches the intended result. Software testing can be performed through Manual Testing or Automation Testing. Automation testing involves automated tools, such as Selenium, Webdriver, Appium, with minimal human interference. Manual Testing is done by testers without any tool involvement. In this paper authors have executed both the testing types on a website ""Impressioncart.com""to evaluate and compare the performance of both. It was evident that in most of the cases automation technique out performed manual technique but to say that manual testing should be removed is not justifiable. To test or validate any software application accurately tester need to execute both the techniques due to their advantages and disadvantages. Testing is not only limited to just finding the bug but has a wider scope and is required to be imposed in project from the beginning to retirement. © 2021 IEEE.";Halani K.R., Kavita, Saxena R.;2021;2021 International Conference on Computational Performance Evaluation, ComPE 2021;;;;132;135;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128984240&doi=10.1109%2fComPE53109.2021.9752388&partnerID=40&md5=2dfd16505bb87cb262aedb832ca02e10;"Automation Testing; Manual Testing; Selenium; Software Testing";"Application programs; Automation; Selenium; Automated tools; Automation techniques; Automation testing; Critical analysis; Human interference; Manual techniques; Manual testing; Performance; Software requirements; Software testings; Software testing";Institute of Electrical and Electronics Engineers Inc.
A Literature Review on Automation Testing Using Selenium+Sikuli;Automation testing is a methodology that uses an application to implement the entire life cycle of the software in less time and provides efficiency and effectiveness to the testing software. In automation testing, the tester writes scripts and uses any suitable application software to test the software application. Automation is basically an automated process that is comprised of lots of manual activities. In other words, automation testing uses automation tools like Selenium, Sikuli, Appium, etc., to write test script and execute test cases, with no or minimal manual involvement required while executing an automated test suite. Usually, automation testers write test scripts and test cases using any of the automation tool and then groups test several cases. Here, we will discuss a neat case study explaining the automation testing using a hybrid test script. © 2022 by IGI Global. All rights reserved.;Lathwal A.;2021;Research Anthology on Recent Trends, Tools, and Implications of Computer Programming;2;;;602;606;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128085850&doi=10.4018%2f978-1-6684-3694-3.ch030&partnerID=40&md5=5cd2f150274b08aaab2aa52cd5834993;;;IGI Global
A Selenium-based Web Application Automation Test Framework;The quality of Web applications is a matter of great concern to current developers, testers and users. Some existing automated testing methods for Web applications have the problems as low efficiency, cannot be deal with dynamically loaded applications, cannot cope with frequent testing requirements, and so on. This paper designs and implements a Selenium-based Web application automation testing framework to solve the needs of automated testing of complex dynamic Web pages. In the experiment, the proposed framework is evaluated from multiple perspectives such as stability, test efficiency, and comparison with other frameworks. The results show that this framework has high test efficiency and can stably and quickly support automated testing of Web applications. © 2021 IEEE.;Chen G., Chen G., Wu D., Liu Q., Zhang L., Fan X.;2021;Proceedings of 2021 IEEE 2nd International Conference on Information Technology, Big Data and Artificial Intelligence, ICIBA 2021;;;;257;261;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126844422&doi=10.1109%2fICIBA52610.2021.9688190&partnerID=40&md5=893c1caf21cd2e2e838fb6379d3f81a4;"automated test; Selenium; UML; Web application";"Automation; Dynamic loads; Efficiency; Testing; Websites; 'current; Automated test; Automated testing; Automation tests; Test efficiency; Test framework; Testing method; UML; WEB application; Web applications; Selenium";Institute of Electrical and Electronics Engineers Inc.
Comparative Study of Open Source Automation Testing Tools: Selenium, Katalon Studio Test Project;Software testing is one of the critical phases in the software development life cycle (SDLC). In testing, we adjust the actual results according to the end user's expectation by removing the unexpected errors in the functional and nonfunctional requirements. Our primary purpose is to give a comparative study on open source tools and we choose to compare the most commonly used Selenium with new tools Katalon Studio (KS) and Test project (TP). This research evaluates three tools: Selenium, Katalon Studio Test Project on their test tool characteristics, record and playback efficiency, scripts reusability, ease to learn, cross-platform, data-driven testing, cost, test result report, cross-browser, and team collaboration. The main goal is to help developers and software quality assurance engineers (SQAE) to choose the right tool that reduces manual effort, increasing script usability, reduces cost, and working in team collaboration to give their best to ensure the quality of software. © 2021 IEEE.;Majeed B., Toor S.K., Majeed K., Chaudhary M.N.A.;2021;4th International Conference on Innovative Computing, ICIC 2021;;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126652705&doi=10.1109%2fICIC53490.2021.9693066&partnerID=40&md5=6a381209aeb094ebb6df4e1c8f82d240;"Evaluation of open source automation tools; Katalon studio; Open source Automation testing tools; Selenium tool; Test project tool";"Automation; Computer software selection and evaluation; Life cycle; Open source software; Open systems; Quality assurance; Reusability; Software design; Software testing; Studios; Testing; Automation testing; Automation tools; Evaluation of open source automation tool; Katalon studio; Open source automation testing tool; Open-source; Project tools; Selenia tool; Test project tool; Test projects; Testing tools; Selenium";Institute of Electrical and Electronics Engineers Inc.
Automating the Bypass of Image-based CAPTCHA and Assessing Security;CAPTCHA also known as Completely Automated Public Turing test to tell Computers and Humans Apart is implemented on many websites all round the world to control and limit the entry of bot users in order to tackle issues of unnecessarily generated network traffic resulting in Denial of Service (DoS). A lot of work has been done in breaking text-based CAPTCHA but there is very little research on bypassing an image CAPTCHA. The conventional method used for recognizing image CAPTCHA has been proven to give inefficient results and hence through our paper we have assessed the security of the image-based CAPTCHA by using more efficient techniques and identified the vulnerabilities in it. With the rise of Deep Learning and Computer Vision, we can now bypass image-based CAPTCHAs easily. There have been models developed to test the robustness of text-based CAPTCHA with satisfactory results but not much has been dwelled upon the image section. In this paper, we have built a Convolutional Neural Network (CNN) model to bypass the reCaptcha v2 and this is automated with the help of Selenium. The Selenium tool is used to extract the images and pass them to the Deep Learning model. The output generated from the model is used to crack the image CAPTCHA and eventually bypass it. The accuracy of the proposed multi-class CNN model came out to be 92.98 % and hence we were able to bypass the reCaptcha v2. This paper also suggests methods to enhance the security of reCaptcha v2. © 2021 IEEE.;Sukhani K., Sawant S., Maniar S., Pawar R.;2021;2021 12th International Conference on Computing Communication and Networking Technologies, ICCCNT 2021;;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126258809&doi=10.1109%2fICCCNT51525.2021.9580020&partnerID=40&md5=dea420a512178c62984785768313c241;"Automation; CAPTCHA; Convolutional Neural Network; Deep Learning; Image Classification; reCaptcha v2; Security; Selenium";"Automation; Convolution; Convolutional neural networks; Deep learning; Denial-of-service attack; Electronic mail filters; Network security; Selenium; CAPTCHAs; Convolutional neural network; Deep learning; Denial of Service; Image-based; Images classification; Network traffic; Neural network model; Recaptchum v2; Security; Image classification";Institute of Electrical and Electronics Engineers Inc.
Model-based testing leveraged for automated web tests;Agile methods and their practices have fostered the widespread presence of automated test cases. Such test cases have been successfully and extensively adopted to test different software levels, from unit tests (e.g., JUnit) to end-to-end Web Graphical User Interface (GUI) tests (e.g., Selenium Webdriver). While test execution is mostly automated by existing tools, test design remains a manual task. In the pursuit of a more automated test case generation approach, the use of models has been advocated by the model-based testing (MBT) technique. Current MBT approaches assume a top-down workflow in which testers design models, test cases are generated from models, and then scripts are written to automate test execution. Nevertheless, writing automated tests is nowadays a developer’s responsibility and testers face a scenario in which automated tests might be reused to produce new model-based tests. This paper aimed to improve the synergy between existing automated tests and MBT. To do so, we present an approach that infers a model from existing tests, a tester leverages this model to include new tests, and then test code is generated. We analyzed the proposed approach in the context of Web applications with system-level GUI tests that employ the Page Object pattern. For MBT, we adopted event-driven models augmented with parameters and test input data. We evaluated the approach’s applicability with a prototype tool called MoLeWe and an experimental study with nine open-source Web applications. The results provide some evidence that using MoLeWe may help to include new tests faster than manually coding them, while increasing the overall code coverage of the test suite. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.;Mattiello G.R., Endo A.T.;2021;Software Quality Journal;;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120068446&doi=10.1007%2fs11219-021-09575-w&partnerID=40&md5=b5694b47577ca52b73c2982a79f826eb;"Automated tests; GUI tests; Model-based testing; Page objects; Test case generation";"Automation; Graphical user interfaces; Open source software; Software testing; Testing; Agile methods; Automated test; Graphical user interfaces test; Model based testing; Page object; Test case; Test case generation; Test execution; WEB application; Web applications; Model checking";Springer
Test Automation of Web Application Login Page by Using Selenium Ide in a Web Browser;"Selenium stands as open-source program apparatus aimed at computerization testing. Here, selenium-IDE (Integrated Developments Environment) Testing is investigated, which could be a remarkably vital movement in Program Improvement Handle. It is to look at and alter source code. A high-quality computer program can well be achieved by producing Compelling Testing. This Paper handles a critical in addition to the crucial issue of Program Testing. Testing can well be executed both manually and automatically. This paper sets to do Mechanization Testing through ""Selenium"". Test cases (TC) are consequently recorded with this web testing tool whilst the analyzer is entering the information in a web application screen. © 2021";Krishna V.V., Gopinath G.;2021;Webology;18;Special Issue;;713;732;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119516092&doi=10.14704%2fWEB%2fV18SI04%2fWEB18160&partnerID=40&md5=cf58724b008f8560434fbabfe1489e5a;"Manual Testing; Selenium IDE; Test Automation; Test Cases; Test Data";;Webology Center
A Machine Learning Based Methodology for Web Systems Codeless Testing with Selenium;Web system testing is a crucial software development cycle. However, though there are real needs for testing these complex systems, it often requires specific skills in testing and/or technical programming. Moreover, the lifecycles of web systems are today very dynamic. They are often modified, updated, integrating new data, links, widgets, etc. Therefore, the testing processes and scripts for these systems have to be modified as well which can be very costly in terms of time and resources. Based on that context, this paper aims at reducing these prerequisites and constraints for tester in proposing a codeless testing automation framework. Our approach is based on Selenium and a machine learning technique to propose generic testing scripts that can be automatically tuned to the tested use cases. Experiments are provided leading to relevant results demonstrating the success of our methodology. © 2021, Springer Nature Switzerland AG.;Nguyen P., Maag S.;2021;Communications in Computer and Information Science;1447;;;184;202;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113472488&doi=10.1007%2f978-3-030-83007-6_9&partnerID=40&md5=29fe4230becc0f9af195c05748de6d96;"Automation testing; Codeless web testing; Machine learning; Selenium; SVM";"Life cycle; Machine learning; Selenium; Software design; Turing machines; Websites; Well testing; Codeless; Machine learning techniques; Software development cycles; Testing automation; Testing process; Web system; Integration testing";Springer Science and Business Media Deutschland GmbH
Implementation of selenium automation & report generation using selenium web driver & ATF;Among the most specific & forthcoming domain for exploration is testing using automation tool. There is numerous software systems that has been implemented as the browser applications which are complex to test. Automation and various Automation tools reduce the human intervention and iterative process of testing various web applications. There are various tools for automation like Junit, Chakram, and Selenium for performing Automation Testing. The proposed solution usage the resource monitoring technique the defected cases are detected. The proposed testing is implemented and tested in jerkin testing environment. In order to debugging the testing performance using two different testing scenarios the performance is compared. And the comparative performance study is performed in terms of debug ratio, throughput, and fail test cases ratio and memory consumption. The obtained results demonstrate the effective performance with respect to the traditional testing algorithm. © 2021 IEEE;Sawant K., Tiwari R., Vyas S., Sharma P., Anand A., Soni S.;2021;Proceedings of the 2021 1st International Conference on Advances in Electrical, Computing, Communications and Sustainable Technologies, ICAECT 2021;;;9392455;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109210978&doi=10.1109%2fICAECT49130.2021.9392455&partnerID=40&md5=21c0296baf20fca8e300be3c1932083d;"Automation based testing; Automation testing report; J-unit; Selenium based web driver; Test Suit; Web-driver";"Application programs; Automation; Iterative methods; Selenium; Automation testing; Comparative performance; Effective performance; Human intervention; Memory consumption; Resource monitoring; Testing environment; Testing performance; Software testing";Institute of Electrical and Electronics Engineers Inc.
A Systematic Literature Review of Automated Software Testing Tool;Automated software testing has proven its value for software development increasingly over the past few years. Software testing is an important phase in the entire software development process. There are various automated software testing tools are available today, which are used for testing various software applications whether it is desktop-based, mobile application, or a Web-based application. Evaluating a software testing tool is rather a subjective task, depending on the evaluator’s opinions rather than based on the objective approach. For this purpose, we have studied research papers, articles, journals, books, conference papers, few Web sites, etc., related with the study of software testing tools based on which we performed a survey of various automated software testing tools, i.e., Selenium, Watir, QTP, TestComplete, WinRunner, LoadRunner, SilkTest, Apache Jmeter, Wapt, Tellurium, Web Load, NeoLoad, LoadUI, Appvance, rational performance tester, SahiPro, Telerik Test Studio, Ranorex, Storm, Soap UI, TestNG, FitNese, Xebium, etc. The purpose of this research work is to summarize the existing literature and to establish an overview of the existing automated software testing tool to benefit the practice of users and for future research. We are attempting to provide detailed insight into automated software testing tools which can help the tester to choose the tool most suited to test his/her application. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.;Prasad L., Yadav R., Vore N.;2021;Lecture Notes in Networks and Systems;167;;;101;123;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512120&doi=10.1007%2f978-981-15-9712-1_10&partnerID=40&md5=8b5f69bf6a8d4ee50584fe6f9ed6e509;"Automated; Selenium; Software development; Software testing; Testing tool; Web-based application";;Springer Science and Business Media Deutschland GmbH
Generating and selecting resilient and maintainable locators for Web automated testing;Web user interface (UI) test automation strategies have been dominated by programmable and record–playback approaches. Of these, record–playback allows creating automation tests easily and reduces the cost of test generation. However, this approach increases the cost of test maintenance due to its unstable generated locators for identifying UI objects during playback. In this paper, we propose a new approach to generating and selecting resilient and maintainable locators. Our approach consists of two parts, a new XPath construction method and selecting the best XPath to locate the target element. Our XPath construction method relies on semantic structures of Web pages to locate the target element using its neighbors. We conducted an experiment on 15 popular websites. The results show that our approach outperforms the state-of-the-practice/art Selenium IDE and Robula+ in locating target elements by effectively avoiding wrong locators. It also produces more readable XPaths (hence more maintainable tests) than do these approaches. © 2021 John Wiley & Sons, Ltd.;Nguyen V., To T., Diep G.-H.;2021;Software Testing Verification and Reliability;;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100047951&doi=10.1002%2fstvr.1760&partnerID=40&md5=536cebae36eec2cfbf7ef35cdb8c47cc;"automated testing; web locators; web UI test automation; XPath";"Automation; Semantics; User interfaces; Websites; Automated testing; Automation tests; Construction method; New approaches; Semantic structures; State of the practice; Test Automation; Web user interface; Testing";John Wiley and Sons Ltd
Implementation of Container Based Parallel System for Automation Software Testing;Software quality assurance (QA) is the most important parts of the software development life cycle. Currently, software testing is widely used for automation testing. Two of the popular tools are robot framework and selenium2. Furthermore, software testing has major methods based on Black-box (or functional) testing and White-box (or structural) testing. In order to decrease execution time and improve resource management, the parallel paradigm can be a key concept. Thus, to create the parallel paradigm, we propose the use of selenium-robot-framework Docker container with the parallelization agent the results show that the 4 workers case of parallelization not only decreased to one-Third of the execution time of 1 worker case but also used all physical CPU cores quite similar around 50%. Furthermore, we show how the parallel paradigm using containers and the software automation testing tool beneficial to the significance of resource management. © 2021 IEEE.;Chuchuen Y., Rattanaopas K.;2021;2021 Joint 6th International Conference on Digital Arts, Media and Technology with 4th ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunication Engineering, ECTI DAMT and NCON 2021;;;9425738;193;196;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106581981&doi=10.1109%2fECTIDAMTNCON51128.2021.9425738&partnerID=40&md5=b516e9249670f41129cfcc97bb73688c;"Docker; Parallel computational; Robot framework; Selenium";"Arts computing; Automation; Computer software selection and evaluation; Containers; End effectors; Life cycle; Natural resources management; Quality assurance; Resource allocation; Software design; Software quality; Automation software; Automation testing; Black boxes; Parallel system; Parallelizations; Resource management; Software automation; Software development life cycle; Black-box testing";Institute of Electrical and Electronics Engineers Inc.
STILE: A Tool for Parallel Execution of E2E Web Test Scripts;Automated end-to-end (E2E) Web testing relying on frameworks such as Selenium Web Driver is commonly used to assess the quality of web applications. However, the resulting test scripts may require long execution times, due to their interaction with the browser GUI and backend services. To avoid repeated and costly setup of the Web application state, testers tend to build test suites whose test scripts depend on each other (i.e., one test case sets up the application state expected by another test case). In this paper we present Stile, a tool for the parallel execution of Web test scripts that ensures the compliance of all execution schedules with the dependencies among the involved test scripts, while at the same time minimizing the execution time and the computation time required for such parallel execution. Experimental results show that execution times can be approximately halved thanks to Stile. © 2021 IEEE.;Olianas D., Leotta M., Ricca F., Biagiola M., Tonella P.;2021;Proceedings - 2021 IEEE 14th International Conference on Software Testing, Verification and Validation, ICST 2021;;;9438563;460;465;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107918592&doi=10.1109%2fICST49551.2021.00060&partnerID=40&md5=66111794f2669bd461ebd8d5239522e2;"Dependency graph; Docker; End-to-End Testing; Parallel Testing; Selenium; Web Testing";"Testing; Verification; Computation time; End to end; Parallel executions; Test case; Test scripts; WEB application; Web testing; Software testing";Institute of Electrical and Electronics Engineers Inc.
A comparative study of automation testing tools for web applications;In today's world, websites and web applications have become a necessity for all kinds of businesses and commercial enterprises. Software development is an important step of designing the software, ensuring that the designed software fulfills its practical needs and that it is free of bugs and errors. Software testing plays an important role in the software development life cycle because it contributes to the overall quality of the product. This guarantees the consistency and standard of the applications. It is important to be mindful of time and costs when evaluating a program. Therefore most testers have moved from a manual testing to automated testing to reduce time and cost. Then selecting a software-testing tool for automated testing that best fit a project is important yet a challenging task. The aim of this paper is evaluation and comparison of automation testing tools used for web application testing. In this paper will be analyzed and compared different features of two testing tools: The Katalon Studio and Selenium. © 2021 IEEE.;Pelivani E., Cico B.;2021;2021 10th Mediterranean Conference on Embedded Computing, MECO 2021;;;9460242;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114198681&doi=10.1109%2fMECO52532.2021.9460242&partnerID=40&md5=a09e27dd55ee46d287a4d9384827bd17;"automation; framework; Katalon; manual; test cases; testing; tool";"Automation; Life cycle; Program debugging; Software design; Automated testing; Automation testing; Commercial enterprise; Comparative studies; Overall quality; Software development life cycle; WEB application; Web application testing; Software testing";Institute of Electrical and Electronics Engineers Inc.
Devising an Optimisation Testing Methodology and Its Analyses;"The research study focus is in investigating different case studies and then proposing an improvement for optimisation of a testing methodology. The study investigates, analyses and provides an overview of different testing tools. Based on the ""TestBench""testing tool, it has shown positive performance gain in the optimisation process. It offers both manual testing and automatic testing. Selenium, another tool used for automatic testing was also investigated. To choose the right tool for automated testing, it is very important and crucial for the proper and appropriate testing process. The research study contributes by presenting a case study analyses of the tools and scrutiny of the performance through a detailed investigation of the correctness of testing using these tools. A regression analysis was made in order to test the validity of the factors included in the case study, as well as its efficiency. © 2021 IEEE.";Fetaji B., Fetaji M., Ebibi M., Ali M.;2021;Proceedings - 2021 International Conference on Computing, Electronics and Communications Engineering, iCCECE 2021;;;;77;81;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116046945&doi=10.1109%2fiCCECE52344.2021.9534854&partnerID=40&md5=fe612847cbf39a9a555642baf1b3b7e5;"quality assurance; regression analysis; TestBench; testing methodology; testing process";"Automatic testing; Quality control; Regression analysis; Automated testing; Case-studies; Manual testing; Optimisations; Performance Gain; Research studies; Test-bench; Testing methodology; Testing process; Testing tools; Quality assurance";Institute of Electrical and Electronics Engineers Inc.
A-TEST 2021 - Proceedings of the 12th International Workshop on Automating TEST Case Design, Selection, and Evaluation, co-located with ESEC/FSE 2021;"The proceedings contain 5 papers. The topics discussed include: using an agent-based approach for robust automated testing of computer games; towards automated generation of po-based webdriver test suites from selenium ide recordings; automated translation of android context-dependent gestures to visual GUI test instructions; integrating usage monitoring for continuous evaluation and testing in the UI of an industry application; and towards a workflow for model-based testing of embedded systems.";[No author name available];2021;A-TEST 2021 - Proceedings of the 12th International Workshop on Automating TEST Case Design, Selection, and Evaluation, co-located with ESEC/FSE 2021;;;;;;50;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113894867&partnerID=40&md5=c46c74b178e2f4caec99b512e5eaedd6;;;Association for Computing Machinery, Inc
Towards automated generation of PO-based WebDriver test suites from Selenium IDE recordings;Modern web applications require long quality assurance sessions to be appreciated by users. Test automation reduces delivery times but requires the development of effective and maintainable test scripts so that the advantages of its use are not lost. The usage of the Page object (PO) pattern has proven to be very effective in GUI testing, however, the manual development of Page objects, a sort of web page facade exposing methods to the test scripts, requires a relevant effort, which is often only repaid during evolution. In this paper, we describe a novel approach, almost totally automated, that takes advantage of the features offered by Selenium IDE for generating more maintainable Selenium WebDriver test scripts and Page objects for web applications. The only manual step required to the tester/developer is to add comments to the Selenese produced by Selenium IDE during registrations through a plugin. The very first estimate we conducted to evaluate our tool-based approach appears to be promising. © 2021 ACM.;Ricca F., Leotta M.;2021;A-TEST 2021 - Proceedings of the 12th International Workshop on Automating TEST Case Design, Selection, and Evaluation, co-located with ESEC/FSE 2021;;;;9;16;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113852593&doi=10.1145%2f3472672.3473953&partnerID=40&md5=7230977a821b8267eaf1c8e632c60e07;"Automated generation; Page Objects; Selenium IDE and WebDriver; Test Automation";"Automation; Integrodifferential equations; Quality assurance; Selenium; Software testing; Websites; Automated generation; Delivery time; GUI testing; Plug-ins; Test Automation; Test scripts; WEB application; Automatic test pattern generation";Association for Computing Machinery, Inc
