Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords,Index Keywords,Publisher
"Akpinar P., Aktas M.S., Keles A.B., Balaman Y., Guler Z.O., Kalipsiz O.","Web Application Testing with Model Based Testing Method: Case Study",2020,"2nd International Conference on Electrical, Communication and Computer Engineering, ICECCE 2020",,,"9179238","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091947994&doi=10.1109%2fICECCE49384.2020.9179238&partnerID=40&md5=c3d4fb7e7c1eb8e011e87886c7028f8a","In this study, it was investigated that model based software tests have higher coverage rate and faster test process on the system tested than traditional software tests. Comparisons of these two methods were performed and reported on parameters of code line number, actual error detection rate, test run time parameters. In the model based test method, the tests were developed by using Selenium library with Graph Walker tool. In traditional tests, modular tests were preferred and JUnit and TestNG libraries were used. As a result of the comparisons with the specified parameters, it was concluded that the model based test reduces the burden of test formation as predicted and is fast and inclusive. © 2020 IEEE.","automation test; GraphWalker; JUnit; model based testing; TestNG; traditional testing","Model checking; Testing; Code line; Coverage rate; Model based testing; Model-based OPC; Model-based test; Run time parameters; Test process; Web application testing; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Muttillo M., Muttillo V., Pomante L., Pantoli L.","A Low Cost and Flexible Power Line Communication Sensory System for Home Automation",2020,"2020 IEEE International Workshop on Metrology for Industry 4.0 and IoT, MetroInd 4.0 and IoT 2020 - Proceedings",,,"9138191","191","196",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088867223&doi=10.1109%2fMetroInd4.0IoT48571.2020.9138191&partnerID=40&md5=13e22059b62d27e907fff36faa13583a","This work focuses on the definition of a home automation system based on power line communication. A low cost and non invasive system has been developed and tested with successful results. It is based on the Cypress CY8CPLC10, an integrated power line communication chip which embeds both a PHY modem and a network protocol stack. The information management and data generation processes are demanded to a microcontroller, in this first prototype, being implemented with a standard commercial board. Combining the use of a microcontroller with a power line modem and a dedicated software application it is possible to manage sensors and actuators in the neighbors through the power grid and without modifying the existing electrical and network systems. © 2020 IEEE.","Actuators; automation system; microcontroller; power line; sensors","Application programs; Automation; Carrier transmission on power lines; Costs; Electric power transmission networks; Industry 4.0; Information management; Microcontrollers; Modems; Network protocols; Data generation; Home automation; Home automation systems; Integrated power; Network protocol stack; Power line communications; Sensors and actuators; Software applications; Internet of things","Institute of Electrical and Electronics Engineers Inc."
"García B., Gallego M., Gortázar F., Munoz-Organero M.","A survey of the selenium ecosystem",2020,"Electronics (Switzerland)","9","7","1067","1","29",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087417947&doi=10.3390%2felectronics9071067&partnerID=40&md5=720f5ba31695f643fc9cd939b8df449c","Selenium is often considered the de-facto standard framework for end-to-end web testing nowadays. It allows practitioners to drive web browsers (such as Chrome, Firefox, Edge, or Opera) in an automated fashion using different language bindings (such as Java, Python, or JavaScript, among others). The term ecosystem, referring to the open-source software domain, includes various components, tools, and other interrelated elements sharing the same technological background. This article presents a descriptive survey aimed to understand how the community uses Selenium and its ecosystem. This survey is structured in seven categories: Selenium foundations, test development, system under test, test infrastructure, other frameworks, community, and personal experience. In light of the current state of Selenium, we analyze future challenges and opportunities around it. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Automated software testing; Selenium; Software ecosystems; Web",,"MDPI AG"
"Santos I., Filho J.C.C., Souza S.R.S.","A survey on the practices of mobile application testing",2020,"Proceedings - 2020 46th Latin American Computing Conference, CLEI 2020",,,"9458347","232","241",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111737372&doi=10.1109%2fCLEI52000.2020.00034&partnerID=40&md5=2014d98004c0188d9ca1296ad86385e6","[Context:] Mobile devices have become increasingly popular, and mobile applications should guarantee a very high level of reliability and quality. Mobile application testing needs to consider several unique requirements that distinguish it from conventional software testing. [Objective:] Our study aims to establish an overview of the testing practices conducted in mobile companies, to identify weaknesses that can be improved to make the testing activity more effective. [Method:] The survey questions were carefully designed using the Goal/Question/Metric method to provide relevant information to the questions raised in our study. [Results and Conclusions:] Our study outlines that native applications are more common. The testing level more performed is the system test and the positions that perform testing levels and objectives are described. Practices related to testing technique selection in the context of mobile applications are highlighted. In the context of this study, Cucumber and Selenium are the testing tools most used to automate testing activity. Some mobile testing characteristics were outlined to understand how the testing in mobile applications run on different devices, how testers deal with the diversity of operating systems that are constantly updated and whether tests are unified to testing a mobile app that runs in different platforms. Furthermore, we report the main challenges faced by testers during the validation of the mobile app. © 2020 IEEE.","Mobile testing; Software quality; Software testing practices; Survey","Application programs; Mobile computing; Surveys; Testing; Mobile app; Mobile application testing; Mobile applications; Mobile testing; System test; Testing technique selection; Testing tools; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Tanaka T., Niibori H., Shiyingxue L., Nomura S., Nakao T., Tsuda K.","Selenium based Testing Systems for Analytical Data Generation of Website User Behavior",2020,"Proceedings - 2020 IEEE 13th International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2020",,,"9155736","216","221",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091758259&doi=10.1109%2fICSTW50294.2020.00045&partnerID=40&md5=d9a34e8c2b89515b509d3b0299d3a0b2","In recent years, websites have automatically sorted out content suitable for individual users on the website by learning user behavior patterns using AI. Website developers develop a function to generate behavioral data for analysis. The behavior data for analysis records the operation history of all functions such as content expression and button press. However, many consumer websites have a problem of enormous amount of testing due to continuous and frequent development. In this study, we propose a method for efficiently performing browser tests using Selenium by managing the specifications of the behavior data generation function. © 2020 IEEE.","Data Management; Selenium; Test Automation","Behavioral research; Selenium; Verification; Websites; Analytical data; Behavioral data; Data generation; Operation history; Testing systems; User behavior patterns; User behaviors; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Yalla M., Sunil A.","AI-driven conversational bot test automation using industry specific data cartridges",2020,"Proceedings - 2020 IEEE/ACM 1st International Conference on Automation of Software Test, AST 2020",,,,"105","107",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093532027&doi=10.1145%2f3387903.3389306&partnerID=40&md5=3deb462a3420a3b33562995f7ce18b3e","The paper describes an in-house accelerator to generate alternate synonymous sentences and similar intent from sample utterances, the generated data can be applied as test input for conversational AI bots (either text or voice-based). Its NLP-driven sentence generator exposes a RESTful service, which can be consumed by automated testing tools/frameworks such as Katalon, Selenium, and so on. The paper presents building an accelerator to quickly teach and test adaptive conversational AI bots. The approach helps to analyze user inputs and extract intent, the bot developer should ensure a variety of possible utterances are coded. In the traditional manual approach, it is difficult to conceive every possible user utterance before deploying the bot and hence the bot has an early failure rate. This may diminish the usefulness of the bot and the users may stop using the same. Here we propose an AI-driven bot test automation approach using a patent-pending in-house accelerator referenced as LemmaCartridge (LC) in this paper. Testing tools or frameworks can consume LC's data cartridge API for testing the bot AUT and analyze the responses using automated tools/frameworks like Katalon, Selenium and so on until the bot demonstrates desired outcomes under the supervised train, test and adaptive repeatable testing methods yielding quality@speed for the single major goal of testing conversational AI bots. An example of a program used in experiment is described and the results obtained, especially train and test state machines, industry-specific data cartridges that enable to unearth errors in the AI bot under test, are presented. © 2020 Association for Computing Machinery.","Conversational AI Bot; NLP Automation; Test Data Generation","Automation; Botnet; Failure analysis; Projectiles; Selenium; Testing; Automated testing tools; Automated tools; Early failure; RESTful Services; State machine; Test Automation; Testing method; Testing tools; Software testing","Association for Computing Machinery"
"Halani K.R., Kavita, Saxena R.","Critical Analysis of Manual Versus Automation Testing",2021,"2021 International Conference on Computational Performance Evaluation, ComPE 2021",,,,"132","135",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128984240&doi=10.1109%2fComPE53109.2021.9752388&partnerID=40&md5=2dfd16505bb87cb262aedb832ca02e10","Software testing examines the gap between system design and software requirements and determines whether the actual output matches the intended result. Software testing can be performed through Manual Testing or Automation Testing. Automation testing involves automated tools, such as Selenium, Webdriver, Appium, with minimal human interference. Manual Testing is done by testers without any tool involvement. In this paper authors have executed both the testing types on a website ""Impressioncart.com""to evaluate and compare the performance of both. It was evident that in most of the cases automation technique out performed manual technique but to say that manual testing should be removed is not justifiable. To test or validate any software application accurately tester need to execute both the techniques due to their advantages and disadvantages. Testing is not only limited to just finding the bug but has a wider scope and is required to be imposed in project from the beginning to retirement. © 2021 IEEE.","Automation Testing; Manual Testing; Selenium; Software Testing","Application programs; Automation; Selenium; Automated tools; Automation techniques; Automation testing; Critical analysis; Human interference; Manual techniques; Manual testing; Performance; Software requirements; Software testings; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Lathwal A.","A Literature Review on Automation Testing Using Selenium+Sikuli",2021,"Research Anthology on Recent Trends, Tools, and Implications of Computer Programming","2",,,"602","606",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128085850&doi=10.4018%2f978-1-6684-3694-3.ch030&partnerID=40&md5=5cd2f150274b08aaab2aa52cd5834993","Automation testing is a methodology that uses an application to implement the entire life cycle of the software in less time and provides efficiency and effectiveness to the testing software. In automation testing, the tester writes scripts and uses any suitable application software to test the software application. Automation is basically an automated process that is comprised of lots of manual activities. In other words, automation testing uses automation tools like Selenium, Sikuli, Appium, etc., to write test script and execute test cases, with no or minimal manual involvement required while executing an automated test suite. Usually, automation testers write test scripts and test cases using any of the automation tool and then groups test several cases. Here, we will discuss a neat case study explaining the automation testing using a hybrid test script. © 2022 by IGI Global. All rights reserved.",,,"IGI Global"
"Chen G., Chen G., Wu D., Liu Q., Zhang L., Fan X.","A Selenium-based Web Application Automation Test Framework",2021,"Proceedings of 2021 IEEE 2nd International Conference on Information Technology, Big Data and Artificial Intelligence, ICIBA 2021",,,,"257","261",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126844422&doi=10.1109%2fICIBA52610.2021.9688190&partnerID=40&md5=893c1caf21cd2e2e838fb6379d3f81a4","The quality of Web applications is a matter of great concern to current developers, testers and users. Some existing automated testing methods for Web applications have the problems as low efficiency, cannot be deal with dynamically loaded applications, cannot cope with frequent testing requirements, and so on. This paper designs and implements a Selenium-based Web application automation testing framework to solve the needs of automated testing of complex dynamic Web pages. In the experiment, the proposed framework is evaluated from multiple perspectives such as stability, test efficiency, and comparison with other frameworks. The results show that this framework has high test efficiency and can stably and quickly support automated testing of Web applications. © 2021 IEEE.","automated test; Selenium; UML; Web application","Automation; Dynamic loads; Efficiency; Testing; Websites; 'current; Automated test; Automated testing; Automation tests; Test efficiency; Test framework; Testing method; UML; WEB application; Web applications; Selenium","Institute of Electrical and Electronics Engineers Inc."
"Majeed B., Toor S.K., Majeed K., Chaudhary M.N.A.","Comparative Study of Open Source Automation Testing Tools: Selenium, Katalon Studio Test Project",2021,"4th International Conference on Innovative Computing, ICIC 2021",,,,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126652705&doi=10.1109%2fICIC53490.2021.9693066&partnerID=40&md5=6a381209aeb094ebb6df4e1c8f82d240","Software testing is one of the critical phases in the software development life cycle (SDLC). In testing, we adjust the actual results according to the end user's expectation by removing the unexpected errors in the functional and nonfunctional requirements. Our primary purpose is to give a comparative study on open source tools and we choose to compare the most commonly used Selenium with new tools Katalon Studio (KS) and Test project (TP). This research evaluates three tools: Selenium, Katalon Studio Test Project on their test tool characteristics, record and playback efficiency, scripts reusability, ease to learn, cross-platform, data-driven testing, cost, test result report, cross-browser, and team collaboration. The main goal is to help developers and software quality assurance engineers (SQAE) to choose the right tool that reduces manual effort, increasing script usability, reduces cost, and working in team collaboration to give their best to ensure the quality of software. © 2021 IEEE.","Evaluation of open source automation tools; Katalon studio; Open source Automation testing tools; Selenium tool; Test project tool","Automation; Computer software selection and evaluation; Life cycle; Open source software; Open systems; Quality assurance; Reusability; Software design; Software testing; Studios; Testing; Automation testing; Automation tools; Evaluation of open source automation tool; Katalon studio; Open source automation testing tool; Open-source; Project tools; Selenia tool; Test project tool; Test projects; Testing tools; Selenium","Institute of Electrical and Electronics Engineers Inc."
"Sukhani K., Sawant S., Maniar S., Pawar R.","Automating the Bypass of Image-based CAPTCHA and Assessing Security",2021,"2021 12th International Conference on Computing Communication and Networking Technologies, ICCCNT 2021",,,,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126258809&doi=10.1109%2fICCCNT51525.2021.9580020&partnerID=40&md5=dea420a512178c62984785768313c241","CAPTCHA also known as Completely Automated Public Turing test to tell Computers and Humans Apart is implemented on many websites all round the world to control and limit the entry of bot users in order to tackle issues of unnecessarily generated network traffic resulting in Denial of Service (DoS). A lot of work has been done in breaking text-based CAPTCHA but there is very little research on bypassing an image CAPTCHA. The conventional method used for recognizing image CAPTCHA has been proven to give inefficient results and hence through our paper we have assessed the security of the image-based CAPTCHA by using more efficient techniques and identified the vulnerabilities in it. With the rise of Deep Learning and Computer Vision, we can now bypass image-based CAPTCHAs easily. There have been models developed to test the robustness of text-based CAPTCHA with satisfactory results but not much has been dwelled upon the image section. In this paper, we have built a Convolutional Neural Network (CNN) model to bypass the reCaptcha v2 and this is automated with the help of Selenium. The Selenium tool is used to extract the images and pass them to the Deep Learning model. The output generated from the model is used to crack the image CAPTCHA and eventually bypass it. The accuracy of the proposed multi-class CNN model came out to be 92.98 % and hence we were able to bypass the reCaptcha v2. This paper also suggests methods to enhance the security of reCaptcha v2. © 2021 IEEE.","Automation; CAPTCHA; Convolutional Neural Network; Deep Learning; Image Classification; reCaptcha v2; Security; Selenium","Automation; Convolution; Convolutional neural networks; Deep learning; Denial-of-service attack; Electronic mail filters; Network security; Selenium; CAPTCHAs; Convolutional neural network; Deep learning; Denial of Service; Image-based; Images classification; Network traffic; Neural network model; Recaptchum v2; Security; Image classification","Institute of Electrical and Electronics Engineers Inc."
"Yandrapally R., Mesbah A.","Mutation Analysis for Assessing End-to-End Web Tests",2021,"Proceedings - 2021 IEEE International Conference on Software Maintenance and Evolution, ICSME 2021",,,,"183","194",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123343897&doi=10.1109%2fICSME52107.2021.00023&partnerID=40&md5=2f060eab26d172d4d305d6c5eab0af20","End-to-end UI testing plays a significant role in the regression testing of web apps, in order to validate end user functionality. Because of their importance, UI test suites are often created and maintained manually by employing browser automation tools such as selenium. However, currently, there exists no reliable method to ascertain the fault-finding capabilities for UI test suite of any given web app. Mutation testing, a well known fault-based testing technique for assessment of test suite adequacy, relies on generating mutants by making small changes to source code imitating programmer errors. However, mutation testing is difficult to employ for any given web app because of the heterogeneous nature of the multiple server-side and client-side components they can contain. In this work, we present MaewU, a mutation analysis framework for assessing web UI test suites, which is applicable to any web app as it mutates the dynamic DOM in the browser instead of the source code. We propose 16 mutation operators that mutate the behaviour and appearance of web elements to mimic the nine categories of web app faults found through an analysis of 250 bug reports. We evaluate our dynamic mutation analysis framework on six open source web apps. The results from our empirical evaluation demonstrate that MaewU is effective in assessing Web UI test suites in terms of adequacy and facilitates test suite quality improvements. © 2021 IEEE.","end-to-end testing; mutation testing; UI testing; web testing","Open source software; Quality control; Verification; Well testing; Analysis frameworks; End to end; End-to-end testing; Mutation analysis; Mutation testing; Regression testing; Source codes; UI testing; Web App; Web testing; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Krishna V.V., Gopinath G.","Application by Using Tanh Activated Clustering and Classification Model (TACC) in Machine Learning",2021,"Webology","18","Special Issue 5",,"1137","1157",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122421978&doi=10.14704%2fWEB%2fV18SI05%2fWEB18290&partnerID=40&md5=4a19b5f21dc7d3b3cc1438ff461006fb","Automatic functional tests are a long-standing issue in software development projects, and they are still carried out manually. The Selenium testing framework has gained popularity as an active community and standard environment for automated assessment of web applications. As a result, the trend setting of web services is evolving on a daily basis, and there is a need to improve automatic testing. The study involves to make the system to understand the experiences of previous test cases and apply new cases to predict the status of test case using Tanh activated Clustering and Classification model (TACC). The primary goal is to improve the model’s clustering and classification output. The outcomes show that the TACC model has increased performance and demonstrated that automated testing results can be predicted, which is cost effective and reduces manual effort to a greater extent. © 2021","Agile Methodology; Cloud Environment; Machine Learning; Software Testing; Web Application",,"Webology Center"
"Mattiello G.R., Endo A.T.","Model-based testing leveraged for automated web tests",2021,"Software Quality Journal",,,,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120068446&doi=10.1007%2fs11219-021-09575-w&partnerID=40&md5=b5694b47577ca52b73c2982a79f826eb","Agile methods and their practices have fostered the widespread presence of automated test cases. Such test cases have been successfully and extensively adopted to test different software levels, from unit tests (e.g., JUnit) to end-to-end Web Graphical User Interface (GUI) tests (e.g., Selenium Webdriver). While test execution is mostly automated by existing tools, test design remains a manual task. In the pursuit of a more automated test case generation approach, the use of models has been advocated by the model-based testing (MBT) technique. Current MBT approaches assume a top-down workflow in which testers design models, test cases are generated from models, and then scripts are written to automate test execution. Nevertheless, writing automated tests is nowadays a developer’s responsibility and testers face a scenario in which automated tests might be reused to produce new model-based tests. This paper aimed to improve the synergy between existing automated tests and MBT. To do so, we present an approach that infers a model from existing tests, a tester leverages this model to include new tests, and then test code is generated. We analyzed the proposed approach in the context of Web applications with system-level GUI tests that employ the Page Object pattern. For MBT, we adopted event-driven models augmented with parameters and test input data. We evaluated the approach’s applicability with a prototype tool called MoLeWe and an experimental study with nine open-source Web applications. The results provide some evidence that using MoLeWe may help to include new tests faster than manually coding them, while increasing the overall code coverage of the test suite. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Automated tests; GUI tests; Model-based testing; Page objects; Test case generation","Automation; Graphical user interfaces; Open source software; Software testing; Testing; Agile methods; Automated test; Graphical user interfaces test; Model based testing; Page object; Test case; Test case generation; Test execution; WEB application; Web applications; Model checking","Springer"
"Krishna V.V., Gopinath G.","Test Automation of Web Application Login Page by Using Selenium Ide in a Web Browser",2021,"Webology","18","Special Issue",,"713","732",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119516092&doi=10.14704%2fWEB%2fV18SI04%2fWEB18160&partnerID=40&md5=cf58724b008f8560434fbabfe1489e5a","Selenium stands as open-source program apparatus aimed at computerization testing. Here, selenium-IDE (Integrated Developments Environment) Testing is investigated, which could be a remarkably vital movement in Program Improvement Handle. It is to look at and alter source code. A high-quality computer program can well be achieved by producing Compelling Testing. This Paper handles a critical in addition to the crucial issue of Program Testing. Testing can well be executed both manually and automatically. This paper sets to do Mechanization Testing through ""Selenium"". Test cases (TC) are consequently recorded with this web testing tool whilst the analyzer is entering the information in a web application screen. © 2021","Manual Testing; Selenium IDE; Test Automation; Test Cases; Test Data",,"Webology Center"
"Nguyen P., Maag S.","A Machine Learning Based Methodology for Web Systems Codeless Testing with Selenium",2021,"Communications in Computer and Information Science","1447",,,"184","202",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113472488&doi=10.1007%2f978-3-030-83007-6_9&partnerID=40&md5=29fe4230becc0f9af195c05748de6d96","Web system testing is a crucial software development cycle. However, though there are real needs for testing these complex systems, it often requires specific skills in testing and/or technical programming. Moreover, the lifecycles of web systems are today very dynamic. They are often modified, updated, integrating new data, links, widgets, etc. Therefore, the testing processes and scripts for these systems have to be modified as well which can be very costly in terms of time and resources. Based on that context, this paper aims at reducing these prerequisites and constraints for tester in proposing a codeless testing automation framework. Our approach is based on Selenium and a machine learning technique to propose generic testing scripts that can be automatically tuned to the tested use cases. Experiments are provided leading to relevant results demonstrating the success of our methodology. © 2021, Springer Nature Switzerland AG.","Automation testing; Codeless web testing; Machine learning; Selenium; SVM","Life cycle; Machine learning; Selenium; Software design; Turing machines; Websites; Well testing; Codeless; Machine learning techniques; Software development cycles; Testing automation; Testing process; Web system; Integration testing","Springer Science and Business Media Deutschland GmbH"
"Figueiredo R.E., Alves A.A., Monteiro V., Pinto J.G., Afonso J.L., Afonso J.A.","Development and Evaluation of Smart Home IoT Systems applied to HVAC Monitoring and Control",2021,"EAI Endorsed Transactions on Energy Web","8","34",,"1","9",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112633210&doi=10.4108%2feai.19-11-2020.167205&partnerID=40&md5=7700e5fb62d80b357c58c44e346745f1","This work describes the development and evaluation of two smart home-based Internet of Things (IoT) systems applied to HVAC (Heating, Ventilation and Air Conditioning) monitoring and control, including parameters such as temperature, humidity, air quality, smoke detection, and human presence. These systems are based on a flexible hybrid wireless network architecture combining Bluetooth Low Energy (BLE) and IEEE 802.11/Wi-Fi, in order to adapt to the requirements of different types of sensor and actuator devices. The original implemented network is based on Cypress PSoC 4 BLE boards and HyperText Transfer Protocol (HTTP), whereas the new network uses ESP32 boards and includes Message Queue Telemetry Transport (MQTT), a lightweight messaging protocol suitable for IoT devices which provides additional quality of service (QoS) mechanisms to guarantee the delivery of messages. A smart temperature control system was implemented in the BLE/Wi-Fi gateway (Raspberry Pi) to keep the room temperature inside a user-defined range. An online database was also developed using the Amazon Web Services (AWS) cloud platform, allowing the users to access the HVAC data and control the system parameters, through the Internet, using a mobile app developed for Android devices. Experimental tests were performed to validate the functionalities and performance of the developed systems. The obtained results demonstrate that the new network provides lower delay values compared with the original implementation. © 2020 Ruben E. Figueiredo et al., licensed to EAI. This is an open access article distributed under the terms of the Creative Commons Attribution license, which permits unlimited use, distribution and reproduction in any medium so long as the original work is properly cited.","Bluetooth Low Energy; HVAC; Internet of Things; MQTT; Smart Home; Wi-Fi; Wireless Sensor Networks",,"European Alliance for Innovation"
"Sawant K., Tiwari R., Vyas S., Sharma P., Anand A., Soni S.","Implementation of selenium automation & report generation using selenium web driver & ATF",2021,"Proceedings of the 2021 1st International Conference on Advances in Electrical, Computing, Communications and Sustainable Technologies, ICAECT 2021",,,"9392455","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109210978&doi=10.1109%2fICAECT49130.2021.9392455&partnerID=40&md5=21c0296baf20fca8e300be3c1932083d","Among the most specific & forthcoming domain for exploration is testing using automation tool. There is numerous software systems that has been implemented as the browser applications which are complex to test. Automation and various Automation tools reduce the human intervention and iterative process of testing various web applications. There are various tools for automation like Junit, Chakram, and Selenium for performing Automation Testing. The proposed solution usage the resource monitoring technique the defected cases are detected. The proposed testing is implemented and tested in jerkin testing environment. In order to debugging the testing performance using two different testing scenarios the performance is compared. And the comparative performance study is performed in terms of debug ratio, throughput, and fail test cases ratio and memory consumption. The obtained results demonstrate the effective performance with respect to the traditional testing algorithm. © 2021 IEEE","Automation based testing; Automation testing report; J-unit; Selenium based web driver; Test Suit; Web-driver","Application programs; Automation; Iterative methods; Selenium; Automation testing; Comparative performance; Effective performance; Human intervention; Memory consumption; Resource monitoring; Testing environment; Testing performance; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Prasad L., Yadav R., Vore N.","A Systematic Literature Review of Automated Software Testing Tool",2021,"Lecture Notes in Networks and Systems","167",,,"101","123",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512120&doi=10.1007%2f978-981-15-9712-1_10&partnerID=40&md5=8b5f69bf6a8d4ee50584fe6f9ed6e509","Automated software testing has proven its value for software development increasingly over the past few years. Software testing is an important phase in the entire software development process. There are various automated software testing tools are available today, which are used for testing various software applications whether it is desktop-based, mobile application, or a Web-based application. Evaluating a software testing tool is rather a subjective task, depending on the evaluator’s opinions rather than based on the objective approach. For this purpose, we have studied research papers, articles, journals, books, conference papers, few Web sites, etc., related with the study of software testing tools based on which we performed a survey of various automated software testing tools, i.e., Selenium, Watir, QTP, TestComplete, WinRunner, LoadRunner, SilkTest, Apache Jmeter, Wapt, Tellurium, Web Load, NeoLoad, LoadUI, Appvance, rational performance tester, SahiPro, Telerik Test Studio, Ranorex, Storm, Soap UI, TestNG, FitNese, Xebium, etc. The purpose of this research work is to summarize the existing literature and to establish an overview of the existing automated software testing tool to benefit the practice of users and for future research. We are attempting to provide detailed insight into automated software testing tools which can help the tester to choose the tool most suited to test his/her application. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Automated; Selenium; Software development; Software testing; Testing tool; Web-based application",,"Springer Science and Business Media Deutschland GmbH"
"Nguyen V., To T., Diep G.-H.","Generating and selecting resilient and maintainable locators for Web automated testing",2021,"Software Testing Verification and Reliability",,,,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100047951&doi=10.1002%2fstvr.1760&partnerID=40&md5=536cebae36eec2cfbf7ef35cdb8c47cc","Web user interface (UI) test automation strategies have been dominated by programmable and record–playback approaches. Of these, record–playback allows creating automation tests easily and reduces the cost of test generation. However, this approach increases the cost of test maintenance due to its unstable generated locators for identifying UI objects during playback. In this paper, we propose a new approach to generating and selecting resilient and maintainable locators. Our approach consists of two parts, a new XPath construction method and selecting the best XPath to locate the target element. Our XPath construction method relies on semantic structures of Web pages to locate the target element using its neighbors. We conducted an experiment on 15 popular websites. The results show that our approach outperforms the state-of-the-practice/art Selenium IDE and Robula+ in locating target elements by effectively avoiding wrong locators. It also produces more readable XPaths (hence more maintainable tests) than do these approaches. © 2021 John Wiley & Sons, Ltd.","automated testing; web locators; web UI test automation; XPath","Automation; Semantics; User interfaces; Websites; Automated testing; Automation tests; Construction method; New approaches; Semantic structures; State of the practice; Test Automation; Web user interface; Testing","John Wiley and Sons Ltd"
"Rashid M.I., Ferdaus F., Bahar Talukder B.M.S., Henny P., Beal A.N., Rahman M.T.","True Random Number Generation Using Latency Variations of FRAM",2021,"IEEE Transactions on Very Large Scale Integration (VLSI) Systems","29","1","9194084","14","23",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090955825&doi=10.1109%2fTVLSI.2020.3018998&partnerID=40&md5=df7dc50b4f87964fb5c8f4f357431d4e","True random number generation (TRNG) plays an important role in security applications and protocols. In this article, we propose an effective technique to generate a robust true random number using emerging, energy-efficient, nonvolatile, consumer-off-the-shelf (COTS) ferroelectric random access memory (FRAM) chips. In the proposed method, we extract inherent randomness from internal ferroelectric capacitors by exploiting latency variation across cells within FRAM. Hardware results and subsequent National Institute of Standards and Technology (NIST) statistical test suite (STS) testing indicate that the proposed latency-based TRNG is robust over a wide range of operating conditions at speeds of 6.23 Mb/s using COTS, silicon FRAM chips from Cypress Semiconductor Corporation. © 1993-2012 IEEE.","Ferroelectric random access memory (FRAM); memory-based TRNG; true random number generation (TRNG)","Commercial off-the-shelf; Energy efficiency; Ferroelectric devices; Ferroelectric RAM; Ferroelectricity; Cypress semiconductors; Energy efficient; Ferroelectric capacitors; Ferroelectric random access memory; Latency variations; National Institute of Standards and Technology; Operating condition; Security application; Random number generation","Institute of Electrical and Electronics Engineers Inc."
"Barylo H., Boyko O., Helzhynskyy I., Holyaka R., Marusenkova T., Ivakh M.","Universal hardware and software system of signal converting for integrated sensor devices implementation",2021,"2021 IEEE 16th International Conference on the Experience of Designing and Application of CAD Systems, CADSM 2021 - Proceedings",,,"9385254","58","62",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104522293&doi=10.1109%2fCADSM52681.2021.9385254&partnerID=40&md5=8679b95f1ae7112561a5a2529a521c56","The work is devoted to the issues of implementation the signal converters of integrated sensors in data fusion concepts. The problem of developing a universal signal converter for the construction of integrated sensors is solved. The basic requirements for such a converter are wide functionality which combines different methods of measuring conversion and compliance with current trends of microelectronic sensor development. Considering the requirements of modern microcircuit technique, in particular for sensory devices of the Internet of Things, the signal path of the synthesized sensors is implemented based on PSoC of 5LP Family Cypress. The testing of the developed system was carried out in the implementation process of integrated sensors for impedance spectroscopy. © 2021 IEEE.","Data fusion; Programmable system; Sensor; Signal converter","Data fusion; Microelectronics; System-on-chip; Fusion concept; Hardware and software; Impedance spectroscopy; Implementation process; Integrated sensors; Microelectronic sensor; Signal converters; Signal paths; Computer aided design","Institute of Electrical and Electronics Engineers Inc."
